station_id,station_name,station_type,lat,long,date,time,pm25,pm10,o3,co,no2,so2,province,district,subdistrict
94t,ลานอนุรักษ์วัฒนธรรมไทยสิริจิตอุทยาน,GROUND,16.4754,99.5254,2023-07-06,09:00,5.1,11.0,7.0,0.4,4.0,2.0,กำแพงเพชร,อ.เมือง,ต.ในเมือง
46t,ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาคที่4 ขอนแก่น,GROUND,16.4454,102.835,2023-07-06,09:00,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,ขอนแก่น,อ.เมือง,ต.ในเมือง
100t,สถานีอุตุนิยมวิทยาจันทบุรี,GROUND,12.6096,102.104,2023-07-06,09:00,-1.0,33.0,8.0,0.2,9.0,1.0,จันทบุรี,อ.เมือง,ต.วัดใหม่
60t,สำนักงานเทศบาลตำบลทุ่งสะเดา,GROUND,13.5885,101.286,2023-07-06,09:00,23.0,60.0,0.0,-1.0,-1.0,-1.0,ฉะเชิงเทรา,อ.แปลงยาว,ต.วังเย็น
32t,สนามกีฬาเทศบาลแหลมฉบัง ,GROUND,13.1192,100.919,2023-07-06,09:00,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,ชลบุรี,อ.ศรีราชา,ต.ทุ่งสุขลา
33t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาหิน,GROUND,13.0546,101.098,2023-07-06,09:00,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,ชลบุรี,อ.ศรีราชา,ต.บ่อวิน
34t,สำนักงานสิ่งแวดล้อมภาคที่ 13 ,GROUND,13.3546,100.979,2023-07-06,09:00,8.4,-1.0,11.0,-1.0,-1.0,-1.0,ชลบุรี,อ.เมือง,ต.บ้านสวน
o23,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดชัยนาท,MOBILE,15.1731,100.127,2023-07-06,09:00,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,ชัยนาท,อ.เมือง,ต.ในเมือง
93t,วิทยาลัยสารพัดช่างตรัง,GROUND,7.57024,99.5887,2023-07-06,09:00,14.4,29.0,3.0,0.4,6.0,1.0,ตรัง,อ.เมือง,ต.นาตาล่วง
87t,สนามกีฬากลางจังหวัดตราด,GROUND,12.2349,102.524,2023-07-06,09:00,10.3,24.0,7.0,0.1,0.0,0.0,ตราด,อ.เมือง,ต.บางพระ
76t,ศูนย์การศึกษานอกโรงเรียน,GROUND,16.7344,98.567,2023-07-06,09:00,8.5,17.0,-1.0,-1.0,-1.0,-1.0,ตาก,อ.แม่สอด,ต.แม่ปะ
81t,อ่างเก็บน้ำประปา,GROUND,13.8321,100.058,2023-07-06,09:00,13.8,25.0,-1.0,-1.0,-1.0,-1.0,นครปฐม,อ.เมือง,ต.นครปฐม
47t,สถานีสูบน้ำประตูพลแสน,GROUND,14.9795,102.098,2023-07-06,09:00,16.6,-1.0,9.0,0.8,-1.0,-1.0,นครราชสีมา,อ.เมือง,ต.ในเมือง
89t,ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ,GROUND,8.42692,99.9615,2023-07-06,09:00,18.1,36.0,5.0,0.4,5.0,1.0,นครศรีธรรมราช,อ.เมือง,ต.คลัง
41t,โครงการชลประทานนครสวรรค์,GROUND,15.6862,100.111,2023-07-06,09:00,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,นครสวรรค์,อ.เมือง,ต.ปากน้ำโพ
13t,กรมควบควบคุมโรค,GROUND,13.8528,100.529,2023-07-06,09:00,13.2,29.0,8.0,0.5,11.0,1.0,นนทบุรี,อ.เมือง,ต.ตลาดขวัญ
22t,มหาวิทยาลัยสุโขทัยธรรมาธิราช ,GROUND,13.9079,100.536,2023-07-06,09:00,13.7,28.0,-1.0,-1.0,-1.0,-1.0,นนทบุรี,อ.ปากเกร็ด,ต.บางพูด
62t,ศาลากลางจังหวัดนราธิวาส ,GROUND,6.42685,101.823,2023-07-06,09:00,19.1,-1.0,-1.0,-1.0,-1.0,-1.0,นราธิวาส,อ.เมือง,ต.บางนาค
67t,สำนักงานเทศบาลเมืองน่าน,GROUND,18.7889,100.776,2023-07-06,09:00,14.8,-1.0,-1.0,-1.0,-1.0,-1.0,น่าน,อ.เมือง,ต.ในเวียง
75t,โรงพยาบาลเฉลิมพระเกียรติ ,GROUND,19.576,101.082,2023-07-06,09:00,10.6,-1.0,-1.0,0.6,1.0,-1.0,น่าน,อ.เฉลิมพระเกียรติ,ต.ห้วยโก๋น
101t,ศาลากลางจังหวัดบุรีรัมย์,GROUND,14.9455,103.106,2023-07-06,09:00,8.5,20.0,21.0,0.0,1.0,0.0,บุรีรัมย์,อ.เมือง,ต.เสม็ด
20t,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต ,GROUND,14.0374,100.605,2023-07-06,09:00,17.1,35.0,3.0,0.4,8.0,3.0,ปทุมธานี,อ.คลองหลวง,ต.คลองหนึ่ง
103t, สถานีตรวจอากาศหัวหิน สถานีอุตุนิยมวิทยาประจวบคีรีขันธ์,GROUND,12.5778,99.9537,2023-07-06,09:00,7.2,16.0,11.0,0.3,9.0,0.0,ประจวบคิรีขันธ์,อ.หัวหิน,ต.หัวหิน
77t,ศาลาประชาคมบ้านบุยายใบ,GROUND,13.9176,101.591,2023-07-06,09:00,21.8,35.0,-1.0,-1.0,-1.0,-1.0,ปราจีนบุรี,อ.ศรีมหาโพธิ,ต.ท่าตูม
21t,โรงเรียนอยุธยาวิทยาลัย,GROUND,14.3522,100.565,2023-07-06,09:00,13.2,-1.0,-1.0,-1.0,-1.0,-1.0,พระนครศรีอยุธยา,อ.พระนครศรีอยุธยา,ต.ประตูชัย
70t,สนามกีฬาจังหวัดพะเยา,GROUND,19.2002,99.8931,2023-07-06,09:00,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,พะเยา,อ.เมือง,ต.บ้านต๋อม
o67,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดพัทลุง,MOBILE,7.6144,100.114,2023-07-06,09:00,13.9,30.0,-1.0,-1.0,-1.0,-1.0,พัทลุง,อ.เมือง,ต.ควนมะพร้าว
95t,สนามกีฬาจังหวัดพิจิตร,GROUND,16.4426,100.323,2023-07-06,09:00,8.3,25.0,9.0,0.5,-1.0,-1.0,พิจิตร,อ.เมือง,ต.ในเมือง
86t,สวนชมน่านเฉลิมพระเกียรติ,GROUND,16.8208,100.258,2023-07-06,09:00,5.5,15.0,10.0,0.2,2.0,0.0,พิษณุโลก,อ.เมือง,ต.ในเมือง
43t,ศูนย์บริการสาธารณสุขเทศบาลภูเก็ต,GROUND,7.88449,98.3913,2023-07-06,09:00,10.4,-1.0,-1.0,0.3,6.0,-1.0,ภูเก็ต,อ.เมือง,ต.ตลาดใหญ่
102t,สนามกีฬากลางจังหวัดมุกดาหาร,GROUND,16.5426,104.719,2023-07-06,09:00,14.2,26.0,27.0,0.3,5.0,-1.0,มุกดาหาร,อ.เมือง,ต.มุกดาหาร
63t,สนามโรงพิธีช้างเผือก ,GROUND,6.54621,101.283,2023-07-06,09:00,22.1,-1.0,7.0,-1.0,-1.0,-1.0,ยะลา,อ.เมือง,ต.สะเตง
78t,ศูนย์พัฒนาเด็กเล็กเทศบาลเมืองเบตง,GROUND,5.76387,101.068,2023-07-06,09:00,10.0,20.0,-1.0,-1.0,-1.0,-1.0,ยะลา,อ.เบตง,ต.เบตง
28t,สำนักงานสาธารณสุขอำเภอปลวกแดง,GROUND,12.9738,101.213,2023-07-06,09:00,9.6,-1.0,1.0,-1.0,-1.0,4.0,ระยอง,อ.ปลวกแดง,ต.ปลวกแดง
29t,โรงพยาบาลส่งเสริมสุขภาพตำบลมาบตาพุด ,GROUND,12.7086,101.166,2023-07-06,09:00,8.9,34.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.มาบตาพุด
30t,สำนักงานเกษตรจังหวัดระยอง ,GROUND,12.6715,101.276,2023-07-06,09:00,7.6,-1.0,10.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ท่าประดู่
31t,ศูนย์วิจัยพืชไร่ระยอง ,GROUND,12.7352,101.136,2023-07-06,09:00,11.1,-1.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ห้วยโป่ง
74t,ศูนย์ราชการจังหวัดระยอง ,GROUND,12.7066,101.181,2023-07-06,09:00,16.8,29.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.เนินพระ
o38,ค่ายสุรสิงหนาท,MOBILE,12.6486,101.322,2023-07-06,09:00,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ตะพง
26t,สำนักงานสิ่งแวดล้อมภาคที่8,GROUND,13.5234,99.8141,2023-07-06,09:00,14.7,-1.0,-1.0,-1.0,-1.0,-1.0,ราชบุรี,อ.เมือง,ต.หน้าเมือง
99t,สถานีอุตุนิยมวิทยาลพบุรี,GROUND,14.8,100.629,2023-07-06,09:00,17.2,30.0,9.0,0.3,5.0,1.0,ลพบุรี,อ.เมือง,ต.ทะเลชุบศร
37t,สถานีอุตุนิยมวิทยาลำปาง,GROUND,18.2783,99.5065,2023-07-06,09:00,11.8,-1.0,12.0,-1.0,-1.0,4.0,ลำปาง,อ.เมือง,ต.พระบาท
39t,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสี ,GROUND,18.4268,99.7576,2023-07-06,09:00,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,ลำปาง,อ.แม่เมาะ,ต.บ้านดง
40t,การประปาส่วนภูมิภาคแม่เมาะ,GROUND,18.2826,99.6598,2023-07-06,09:00,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,ลำปาง,อ.แม่เมาะ,ต.แม่เมาะ
68t,อุตุนิยมวิทยาลำพูน,GROUND,18.5672,99.0386,2023-07-06,09:00,6.1,-1.0,-1.0,-1.0,1.0,0.0,ลำพูน,อ.เมือง,ต.บ้านกลาง
o22,ศาลากลางจังหวัดศรีสะเกษ,MOBILE,15.1188,104.323,2023-07-06,09:00,13.7,-1.0,-1.0,-1.0,-1.0,-1.0,ศรีสะเกษ,อ.เมือง,ต.เมืองเหนือ
90t,สถานีอุตุนิยมวิทยาสกลนคร,GROUND,17.1566,104.133,2023-07-06,09:00,7.4,14.0,14.0,0.4,2.0,0.0,สกลนคร,อ.เมือง,ต.ธาตุนาเวง
44t,เทศบาลนครหาดใหญ่ ,GROUND,7.02043,100.484,2023-07-06,09:00,21.9,-1.0,1.0,-1.0,0.0,-1.0,สงขลา,อ.หาดใหญ่,ต.หาดใหญ่
o10,สำนักงานเทศบาลนครสงขลา,MOBILE,7.20703,100.597,2023-07-06,09:00,15.4,-1.0,-1.0,-1.0,-1.0,-1.0,จ.สงขลา,อ.เมือง,ต.บ่อยาง
o61,เทศบาลพะตง,MOBILE,6.86805,100.465,2023-07-06,09:00,15.9,-1.0,-1.0,-1.0,-1.0,-1.0,จ.สงขลา,อ.หาดใหญ่,ต.พะตง
80t,ศาลากลาง จ.สตูล,GROUND,6.62475,100.066,2023-07-06,09:00,16.7,-1.0,-1.0,-1.0,-1.0,-1.0,สตูล,อ.เมือง,ต.พิมาน
08t,ศูนย์ฟื้นฟูอาชีพคนพิการและทุพลภาพ ,GROUND,13.6641,100.543,2023-07-06,09:00,19.6,-1.0,-1.0,-1.0,-1.0,-1.0,สมุทรปราการ,อ.พระประแดง,ต.ทรงคนอง
16t,โรงไฟฟ้าพระนครใต้ ,GROUND,13.618,100.556,2023-07-06,09:00,13.7,34.0,-1.0,-1.0,-1.0,-1.0,สมุทรปราการ,อ.เมือง,ต.บางโปรง
17t,บ้านพักกรมอุตสาหกรรมพื้นฐานและการเหมืองแร่,GROUND,13.6521,100.532,2023-07-06,09:00,14.0,23.0,-1.0,1.6,-1.0,-1.0,สมุทรปราการ,อ.พระประแดง,ต.ตลาด
18t,ศาลากลางจังหวัดสมุทรปราการ ,GROUND,13.5991,100.597,2023-07-06,09:00,24.1,-1.0,-1.0,0.3,22.0,-1.0,สมุทรปราการ,อ.เมือง,ต.ปากน้ำ
19t,การเคหะชุมชนเมืองใหม่บางพลี ,GROUND,13.5705,100.786,2023-07-06,09:00,17.6,36.0,-1.0,-1.0,-1.0,-1.0,สมุทรปราการ,อ.บางเสาธง,ต.บางเสาธง
84t,สำนักงานสาธารณสุขจังหวัดสมุทรสงคราม,GROUND,13.4286,100.025,2023-07-06,09:00,9.1,18.0,6.0,0.5,6.0,0.0,สมุทรสงคราม,อ.เมือง,ต.ลาดใหญ่
27t,โรงเรียนสมุทรสาครวิทยาลัย,GROUND,13.5503,100.265,2023-07-06,09:00,18.1,37.0,-1.0,-1.0,-1.0,-1.0,สมุทรสาคร,อ.เมือง,ต.มหาชัย
24t,สถานีตำรวจภูธรตำบลหน้าพระลาน ,GROUND,14.6858,100.872,2023-07-06,09:00,28.7,-1.0,8.0,-1.0,15.0,2.0,สระบุรี,อ.เฉลิมพระเกียรติ,ต.หน้าพระลาน
25t,สถานีดับเพลิงพระลักษณ์,GROUND,14.5263,100.926,2023-07-06,09:00,13.9,28.0,-1.0,-1.0,-1.0,-1.0,สระบุรี,อ.เมือง,ต.ปากเพรียว
71t,สวนกาญจนาภิเษก ร.9 (ฝั่งสวนหิน),GROUND,13.691,102.51,2023-07-06,09:00,12.3,34.0,17.0,0.1,9.0,4.0,สระแก้ว,อ.อรัญประเทศ,ต.อรัญประเทศ
o21,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดสิงห์บุรี,MOBILE,14.8897,100.398,2023-07-06,09:00,10.2,-1.0,-1.0,-1.0,-1.0,-1.0,สิงห์บุรี,อ.เมือง,ต.บางพุทรา
85t,สนามกีฬากลางจังหวัดสุพรรณบุรี,GROUND,14.4762,100.086,2023-07-06,09:00,4.4,15.0,9.0,0.3,3.0,1.0,สุพรรณบุรี,อ.เมือง,ต.ดอนกำยาน
42t,สำนักงานสิ่งแวดล้อมภาคที่ 14,GROUND,9.12602,99.3251,2023-07-06,09:00,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,สุราษฎร์ธานี,อ.เมือง,ต.มะขามเตี้ย
96t,สวนสาธารณะ ชุมชนเลอไทย,GROUND,17.0061,99.8193,2023-07-06,09:00,5.5,15.0,10.0,0.0,2.0,0.0,สุโขทัย,อ.เมือง,ต.ธานี
82t,สวนสาธารณะหนองถิ่น,GROUND,17.8775,102.729,2023-07-06,09:00,7.3,18.0,9.0,0.3,5.0,1.0,หนองคาย,อ.เมือง,ต.มีชัย
91t,สวนสาธารณะหนองประจักษ์ อุดรธานี,GROUND,17.4142,102.781,2023-07-06,09:00,10.2,18.0,11.0,0.6,6.0,1.0,อุดรธานี,อ.เมือง,ต.หมากแข้ง
92t,สวนมหามงคลเฉลิมพระชนมพรรษา 6 รอบ 5 ธันวาคม 2552 อุตรดิตถ์,GROUND,17.6314,100.099,2023-07-06,09:00,11.2,23.0,9.0,0.5,9.0,0.0,อุตรดิตถ์,อ.เมือง,ต.ท่าอิฐ
98t,สถานีสวนเฉลิมพระเกียรติพระบาทสมเด็จพระเจ้าอยู่หัว เฉลิมพระชนมพรรษา 80 พรรษา,GROUND,15.3736,100.039,2023-07-06,09:00,12.7,28.0,9.0,0.1,5.0,2.0,อุทัยธานี,อ.เมือง,ต.อุทัยใหม่
83t,ศูนย์แสดงและจำหน่ายสินค้า OTOP จังหวัดอุบลราชธานี,GROUND,15.2454,104.846,2023-07-06,09:00,16.1,27.0,12.0,0.2,4.0,9.0,อุบลราชธานี,อ.เมือง,ต.ในเมือง
o66, สวนน้ำเฉลิมพระเกียรติ ,MOBILE,14.6063,100.454,2023-07-06,09:00,11.6,25.0,-1.0,-1.0,-1.0,-1.0,อ่างทอง,อ.เมือง,ต.ย่านซื่อ
57t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย,GROUND,19.9092,99.8235,2023-07-06,09:00,8.2,16.0,10.0,-1.0,-1.0,-1.0,เชียงราย,อ.เมือง,ต.เวียง
73t,สำนักงานสาธารณสุขแม่สาย,GROUND,20.4273,99.8838,2023-07-06,09:00,13.0,28.0,7.0,0.3,15.0,1.0,เชียงราย,อ.แม่สาย,ต.เวียงพางคำ
35t,ศูนย์ราชการจังหวัดเชียงใหม่ ,GROUND,18.8407,98.9698,2023-07-06,09:00,12.3,-1.0,-1.0,-1.0,-1.0,-1.0,เชียงใหม่,อ.เมือง,ต.ช้างเผือก
36t,โรงเรียนยุพราชวิทยาลัย ,GROUND,18.7909,98.99,2023-07-06,09:00,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,เชียงใหม่,อ.เมือง,ต.ศรีภูมิ
97t,สวนเพชบุระ,GROUND,16.4184,101.157,2023-07-06,09:00,12.0,23.0,16.0,0.2,5.0,2.0,เพชรบูรณ์,อ.เมือง,ต.ในเมือง
72t,สวนสาธารณะเฉลิมพระเกียรติ 60 พรรษามหาราชินี จังหวัดเลย,GROUND,17.4846,101.733,2023-07-06,09:00,8.5,22.0,12.0,0.3,-1.0,-1.0,เลย,อ.เมือง,ต.กุดป่อง
69t,อุตุนิยมวิทยาจังหวัดแพร่,GROUND,18.1284,100.162,2023-07-06,09:00,10.3,-1.0,11.0,-1.0,4.0,-1.0,แพร่,อ.เมือง,ต.นาจักร
58t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดแม่ฮ่องสอน,GROUND,19.3046,97.9716,2023-07-06,09:00,4.0,8.0,-1.0,-1.0,-1.0,-1.0,แม่ฮ่องสอน,อ.เมือง,ต.จองคำ
bkp73t,มหาวิทยาลัยเกษตรศาสตร์,BKK,13.8399,100.576,2023-07-06,10:00,18.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
02t,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,GROUND,13.7328,100.488,2023-07-06,10:00,17.1,32.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตธนบุรี,แขวงหิรัญรูจี
03t,ริมถนนทางหลวงหมายเลข 3902 ,GROUND,13.6365,100.414,2023-07-06,10:00,27.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางขุนเทียน,
05t,กรมอุตุนิยมวิทยาบางนา,GROUND,13.6662,100.606,2023-07-06,10:00,17.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางนา,แขวงบางนา
10t,เคหะชุมชนคลองจั่น,GROUND,13.7799,100.646,2023-07-06,10:00,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกะปิ,แขวงคลองจั่น
11t,การเคหะชุมชนห้วยขวาง ,GROUND,13.7755,100.569,2023-07-06,10:00,16.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดินแดง,แขวงดินแดง
12t,โรงเรียนนนทรีวิทยา ,GROUND,13.7081,100.547,2023-07-06,10:00,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตยานนาวา,แขวงช่องนนทรี
50t,โรงพยาบาลจุฬาลงกรณ์,GROUND,13.7299,100.536,2023-07-06,10:00,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
52t,การไฟฟ้าย่อยธนบุรี ,GROUND,13.7276,100.487,2023-07-06,10:00,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตธนบุรี,
53t,สถานีตำรวจนครบาลโชคชัย ,GROUND,13.7954,100.593,2023-07-06,10:00,19.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,
54t,การเคหะชุมชนดินแดง ,GROUND,13.7625,100.55,2023-07-06,10:00,30.8,69.0,-1.0,1.1,19.0,-1.0,กรุงเทพฯ,เขตดินแดง,
59t,กรมประชาสัมพันธ์,GROUND,13.7832,100.54,2023-07-06,10:00,10.7,-1.0,5.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพญาไท,แขวงพญาไท
61t,โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี) ,GROUND,13.7696,100.615,2023-07-06,10:00,15.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,แขวงพลับพลา
bkp100t,สำนักงานเขตบึงกุ่ม,BKK,13.7852,100.669,2023-07-06,10:00,24.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบึงกุ่ม,แขวงคลองกุ่ม
bkp101t,สำนักงานเขตคลองสามวา,BKK,13.8599,100.704,2023-07-06,10:00,25.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองสามวา,
bkp102t,สำนักงานเขตจอมทอง,BKK,13.6778,100.484,2023-07-06,10:00,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจอมทอง,
bkp104t,สำนักงานเขตบางแค,BKK,13.6963,100.409,2023-07-06,10:00,15.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางแค,
bkp105t,สำนักงานเขตบางขุนเทียน,BKK,13.6599,100.436,2023-07-06,10:00,20.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางขุนเทียน,
bkp112t,สำนักงานเขตบางคอแหลม (Mobile),BKK,13.693,100.502,2023-07-06,10:00,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางคอแหลม,
bkp114t,สวนลุมพินี ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน,BKK,13.7322,100.545,2023-07-06,10:00,10.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
bkp116t,สวนจตุจักร ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร,BKK,13.8025,100.551,2023-07-06,10:00,14.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp117t,สวนหลวง ร.9 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ,BKK,13.6881,100.658,2023-07-06,10:00,12.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตประเวศ,
bkp118t,สวน 60 พรรษาสมเด็จพระนางเจ้าพระบรมราชินีนาถ ถนนเคหะร่มเกล้า เขตลาดกระบัง,BKK,13.7631,100.73,2023-07-06,10:00,20.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดกระบัง,
bkp119t,อุทยานเบญจสิริ,BKK,13.7305,100.568,2023-07-06,10:00,14.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองเตย,
bkp120t,สวนรมณีย์ทุ่งสีกัน,BKK,13.9289,100.568,2023-07-06,10:00,14.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดอนเมือง,
bkp121t,สวนธนบุรีรมย์,BKK,13.6502,100.491,2023-07-06,10:00,15.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทุ่งครุ,
bkp122t,สวนเบญจกิติ,BKK,13.7329,100.56,2023-07-06,10:00,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองเตย,
bkp123t,สวนสมเด็จพระนางเจ้าสิริกิติ์ฯ,BKK,13.8055,100.549,2023-07-06,10:00,13.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp124t,สวนเฉลิมพระเกียรติ 80 พรรษา,BKK,13.7716,100.468,2023-07-06,10:00,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกอกน้อย,
bkp125t,สวนเสรีไทย,BKK,13.7856,100.673,2023-07-06,10:00,20.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบึงกุ่ม,
bkp126t,สวนบางแคภิรมย์,BKK,13.6863,100.384,2023-07-06,10:00,15.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางแค,
bkp127t,สวนทวีวนารมย์,BKK,13.7435,100.353,2023-07-06,10:00,17.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทวีวัฒนา,
bkp128t,สวนพระนคร,BKK,13.7201,100.781,2023-07-06,10:00,18.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดกระบัง,
bkp129t,สวนหนองจอก,BKK,13.8557,100.859,2023-07-06,10:00,17.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตหนองจอก,
bkp130t,สวนกีฬารามอินทรา,BKK,13.8779,100.621,2023-07-06,10:00,13.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางเขน,
bkp58t,สำนักงานเขตราษฎร์บูรณะ กรุงเทพฯ,BKK,13.6821,100.506,2023-07-06,09:00,23.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,,
bkp60t,ริมสวนหย่อมตรงข้ามสำนักงานเขตดุสิต,BKK,13.7767,100.521,2023-07-06,10:00,20.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดุสิต,
bkp61t,สำนักงานคณะกรรมการพัฒนาเศรษฐกิจและสังคมแห่งชาติ,BKK,13.7563,100.514,2023-07-06,10:00,19.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตป้อมปราบศัตรูพ่าย,
bkp62t,วงเวียนโอเดียน,BKK,13.7371,100.513,2023-07-06,10:00,36.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสัมพันธวงศ์,
bkp63t,แฟลตทหารบก สามเสน,BKK,13.7836,100.534,2023-07-06,10:00,16.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพญาไท,
bkp64t,สำนักงานเขตวังทองหลาง,BKK,13.779,100.622,2023-07-06,10:00,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,
bkp65t,สามย่านมิตรทาวน์,BKK,13.7331,100.528,2023-07-06,10:00,26.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
bkp66t,ลานบางรักเลิฟลี่ พลาซ่า,BKK,13.7261,100.528,2023-07-06,10:00,19.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางรัก,
bkp67t,สำนักงานเขตสาทร,BKK,13.7078,100.527,2023-07-06,10:00,18.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสาทร,แขวงทุ่งวัดดอน
bkp69t,ธนาคารกรุงศรีอยุธยา สำนักงานใหญ่,BKK,13.6792,100.547,2023-07-06,10:00,18.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตยานนาวา,
bkp70t,ริมถนนซอยสุขุมวิท 63,BKK,13.7221,100.585,2023-07-06,10:00,19.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวัฒนา,
bkp71t,สำนักงานเขตสวนหลวง,BKK,13.7311,100.652,2023-07-06,10:00,20.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสวนหลวง,
bkp72t,บิ๊กซี ซุปเปอร์เซ็นเตอร์ บางนา,BKK,13.668,100.635,2023-07-06,10:00,21.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางนา,
