station_id,station_name,station_type,lat,long,date,time,pm25,pm10,o3,co,no2,so2,province,district,subdistrict
02t,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,GROUND,13.7328,100.488,2023-07-05,16:00,20.6,40.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตธนบุรี,แขวงหิรัญรูจี
03t,ริมถนนทางหลวงหมายเลข 3902 ,GROUND,13.6365,100.414,2023-07-05,15:00,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางขุนเทียน,
05t,กรมอุตุนิยมวิทยาบางนา,GROUND,13.6662,100.606,2023-07-05,16:00,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางนา,แขวงบางนา
10t,เคหะชุมชนคลองจั่น,GROUND,13.7799,100.646,2023-07-05,16:00,17.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกะปิ,แขวงคลองจั่น
11t,การเคหะชุมชนห้วยขวาง ,GROUND,13.7755,100.569,2023-07-05,16:00,17.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดินแดง,แขวงดินแดง
12t,โรงเรียนนนทรีวิทยา ,GROUND,13.7081,100.547,2023-07-05,16:00,17.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตยานนาวา,แขวงช่องนนทรี
50t,โรงพยาบาลจุฬาลงกรณ์,GROUND,13.7299,100.536,2023-07-05,16:00,23.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
52t,การไฟฟ้าย่อยธนบุรี ,GROUND,13.7276,100.487,2023-07-05,16:00,21.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตธนบุรี,
53t,สถานีตำรวจนครบาลโชคชัย ,GROUND,13.7954,100.593,2023-07-05,16:00,17.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,
54t,การเคหะชุมชนดินแดง ,GROUND,13.7625,100.55,2023-07-05,16:00,32.4,71.0,-1.0,1.5,32.0,-1.0,กรุงเทพฯ,เขตดินแดง,
59t,กรมประชาสัมพันธ์,GROUND,13.7832,100.54,2023-07-05,16:00,13.9,28.0,37.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพญาไท,แขวงพญาไท
61t,โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี) ,GROUND,13.7696,100.615,2023-07-05,16:00,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,แขวงพลับพลา
bkp100t,สำนักงานเขตบึงกุ่ม,BKK,13.7852,100.669,2023-07-05,16:00,20.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบึงกุ่ม,แขวงคลองกุ่ม
bkp101t,สำนักงานเขตคลองสามวา,BKK,13.8599,100.704,2023-07-05,16:00,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองสามวา,
bkp102t,สำนักงานเขตจอมทอง,BKK,13.6778,100.484,2023-07-05,16:00,18.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจอมทอง,
bkp103t,สำนักงานเขตบางพลัด,BKK,13.794,100.505,2023-07-05,16:00,23.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางพลัด,
bkp104t,สำนักงานเขตบางแค,BKK,13.6963,100.409,2023-07-05,16:00,19.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางแค,
bkp105t,สำนักงานเขตบางขุนเทียน,BKK,13.6599,100.436,2023-07-05,16:00,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางขุนเทียน,
bkp110t,บริเวณถนนพิษณุโลก,BKK,13.7612,100.517,2023-05-21,10:00,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
bkp112t,สำนักงานเขตบางคอแหลม (Mobile),BKK,13.693,100.502,2023-07-05,16:00,17.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางคอแหลม,
bkp114t,สวนลุมพินี ถนนพระราม 4 แขวงวังใหม่ เขตปทุมวัน,BKK,13.7322,100.545,2023-07-05,16:00,12.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
bkp115t,สวนวชิรเบญจทัศ ถนนกำแพงเพชร 3 แขวงลาดยาว เขตจตุจักร,BKK,13.8119,100.554,2023-06-16,20:00,10.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp116t,สวนจตุจักร ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร,BKK,13.8025,100.551,2023-07-05,16:00,15.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp117t,สวนหลวง ร.9 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ,BKK,13.6881,100.658,2023-07-05,16:00,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตประเวศ,
bkp118t,สวน 60 พรรษาสมเด็จพระนางเจ้าพระบรมราชินีนาถ ถนนเคหะร่มเกล้า เขตลาดกระบัง,BKK,13.7631,100.73,2023-07-05,16:00,21.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดกระบัง,
bkp119t,อุทยานเบญจสิริ,BKK,13.7305,100.568,2023-07-05,16:00,16.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองเตย,
bkp120t,สวนรมณีย์ทุ่งสีกัน,BKK,13.9289,100.568,2023-07-05,16:00,16.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดอนเมือง,
bkp121t,สวนธนบุรีรมย์,BKK,13.6502,100.491,2023-07-05,16:00,19.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทุ่งครุ,
bkp122t,สวนเบญจกิติ,BKK,13.7329,100.56,2023-07-05,16:00,14.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองเตย,
bkp123t,สวนสมเด็จพระนางเจ้าสิริกิติ์ฯ,BKK,13.8055,100.549,2023-07-05,16:00,13.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp124t,สวนเฉลิมพระเกียรติ 80 พรรษา,BKK,13.7716,100.468,2023-07-05,16:00,12.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกอกน้อย,
bkp125t,สวนเสรีไทย,BKK,13.7856,100.673,2023-07-05,16:00,21.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบึงกุ่ม,
bkp126t,สวนบางแคภิรมย์,BKK,13.6863,100.384,2023-07-05,16:00,16.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางแค,
bkp127t,สวนทวีวนารมย์,BKK,13.7435,100.353,2023-07-05,16:00,22.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทวีวัฒนา,
bkp128t,สวนพระนคร,BKK,13.7201,100.781,2023-07-05,16:00,16.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดกระบัง,
bkp129t,สวนหนองจอก,BKK,13.8557,100.859,2023-07-05,16:00,17.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตหนองจอก,
bkp130t,สวนกีฬารามอินทรา,BKK,13.8779,100.621,2023-07-05,16:00,15.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางเขน,
bkp131t,สวนสาธารณะเฉลิมพระเกียรติ 6 รอบพระชนมพรรษา,BKK,13.6973,100.497,2023-07-05,16:00,15.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางคอแหลม,
bkp56t,สำนักงานเขตดินแดง กรุงเทพฯ,BKK,13.7619,100.559,2023-07-05,12:00,21.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,,
bkp57t,สำนักงานเขตพระโขนง กรุงเทพฯ,BKK,13.6915,100.615,2023-07-05,12:00,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพระโขนง,
bkp58t,สำนักงานเขตราษฎร์บูรณะ กรุงเทพฯ,BKK,13.6821,100.506,2023-07-05,16:00,28.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,,
bkp59t,สำนักงานเขตราชเทวี กรุงเทพฯ,BKK,13.7591,100.535,2023-07-05,16:00,18.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตราชเทวี,
bkp60t,ริมสวนหย่อมตรงข้ามสำนักงานเขตดุสิต,BKK,13.7767,100.521,2023-07-05,16:00,19.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดุสิต,
bkp61t,สำนักงานคณะกรรมการพัฒนาเศรษฐกิจและสังคมแห่งชาติ,BKK,13.7563,100.514,2023-07-05,16:00,23.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตป้อมปราบศัตรูพ่าย,
bkp62t,วงเวียนโอเดียน,BKK,13.7371,100.513,2023-07-05,16:00,32.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสัมพันธวงศ์,
bkp63t,แฟลตทหารบก สามเสน,BKK,13.7836,100.534,2023-07-05,16:00,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพญาไท,
bkp64t,สำนักงานเขตวังทองหลาง,BKK,13.779,100.622,2023-07-05,16:00,23.9,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวังทองหลาง,
bkp65t,สามย่านมิตรทาวน์,BKK,13.7331,100.528,2023-07-05,16:00,24.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตปทุมวัน,
bkp66t,ลานบางรักเลิฟลี่ พลาซ่า,BKK,13.7261,100.528,2023-07-05,16:00,21.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางรัก,
bkp67t,สำนักงานเขตสาทร,BKK,13.7078,100.527,2023-07-05,16:00,20.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสาทร,แขวงทุ่งวัดดอน
bkp69t,ธนาคารกรุงศรีอยุธยา สำนักงานใหญ่,BKK,13.6792,100.547,2023-07-05,16:00,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตยานนาวา,
bkp70t,ริมถนนซอยสุขุมวิท 63,BKK,13.7221,100.585,2023-07-05,16:00,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตวัฒนา,
bkp71t,สำนักงานเขตสวนหลวง,BKK,13.7311,100.652,2023-07-05,16:00,21.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสวนหลวง,
bkp72t,บิ๊กซี ซุปเปอร์เซ็นเตอร์ บางนา,BKK,13.668,100.635,2023-07-05,16:00,31.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางนา,
bkp73t,มหาวิทยาลัยเกษตรศาสตร์,BKK,13.8399,100.576,2023-07-05,16:00,19.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตจตุจักร,
bkp74t,สำนักงานเขตดอนเมือง,BKK,13.911,100.595,2023-07-05,16:00,21.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตดอนเมือง,
bkp75t,สำนักงานเขตสายไหม,BKK,13.896,100.661,2023-07-05,16:00,19.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสายไหม,
bkp76t,สำนักงานเขตบางกะปิ,BKK,13.7665,100.648,2023-07-05,16:00,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกะปิ,
bkp77t,แยกสวนสยาม-รามอินทรา,BKK,13.8138,100.687,2023-07-05,16:00,22.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคันนายาว,
bkp78t,โรงพยาบาลลาดกระบัง,BKK,13.722,100.784,2023-07-05,16:00,27.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดกระบัง,
bkp79t,สวนเฉลิมพระเกียรติ ร.9,BKK,13.8136,100.732,2023-07-05,16:00,23.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตมีนบุรี,
bkp80t,สำนักงานเขตหนองจอก,BKK,13.8554,100.863,2023-07-05,16:00,21.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตหนองจอก,
bkp81t,ซีคอน สแควร์,BKK,13.6956,100.648,2023-07-05,16:00,32.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตประเวศ,
bkp82t,แยกมไหศวรรย์,BKK,13.7051,100.485,2023-07-05,16:00,22.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตธนบุรี,
bkp83t,ห้องสมุดใต้สะพานสมเด็จพระเจ้าตากสิน,BKK,13.7197,100.509,2023-07-05,16:00,22.8,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองสาน,
bkp84t,สี่แยกท่าพระ,BKK,13.7294,100.474,2023-07-05,16:00,27.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกอกใหญ่,
bkp85t,สถานีตำรวจรถไฟบางกอกน้อย,BKK,13.7596,100.481,2023-07-05,16:00,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางกอกน้อย,
bkp86t,ถนนพุทธมณฑลสาย 1 ตัดกับถนนบรมราชชนนี,BKK,13.7808,100.427,2023-07-05,16:00,21.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตตลิ่งชัน,
bkp87t,ตลาดธนบุรีสนามหลวง 2,BKK,13.7463,100.355,2023-07-05,16:00,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทวีวัฒนา,
bkp88t,มหาวิทยาลัยสยาม,BKK,13.7187,100.454,2023-07-05,16:00,26.3,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตภาษีเจริญ,
bkp89t,"ริมถนนมาเจริญ เพชรเกษม 8, เขตหนองแขม",BKK,13.7056,100.343,2023-07-05,16:00,26.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตหนองแขม,
bkp90t,ตลาดบางบอน 5,BKK,13.6392,100.373,2023-07-05,16:00,28.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางบอน,
bkp91t,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,BKK,13.651,100.497,2023-07-05,16:00,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตทุ่งครุ,
bkp92t,สำนักงานเขตพระนคร,BKK,13.7641,100.499,2023-07-05,16:00,19.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตพระนคร,
bkp93t,สำนักงานเขตห้วยขวาง,BKK,13.7768,100.58,2023-07-05,16:00,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตห้วยขวาง,
bkp94t,สำนักงานเขตคลองเตย,BKK,13.7085,100.584,2023-07-05,16:00,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตคลองเตย,แขวงคลองเตย
bkp95t,สำนักงานเขตบางซื่อ,BKK,13.8096,100.538,2023-07-05,16:00,21.2,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางซื่อ,แขวงบางซื่อ
bkp96t,สำนักงานเขตลาดพร้าว,BKK,13.8036,100.608,2023-07-05,16:00,16.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตลาดพร้าว,
bkp97t,สำนักงานเขตหลักสี่,BKK,13.8874,100.579,2023-07-05,16:00,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตหลักสี่,แขวงทุ่งสองห้อง
bkp98t,สำนักงานเขตบางเขน,BKK,13.8736,100.596,2023-07-05,16:00,19.6,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตบางเขน,
bkp99t,สำนักงานเขตสะพานสูง,BKK,13.7689,100.686,2023-07-05,16:00,15.4,-1.0,-1.0,-1.0,-1.0,-1.0,กรุงเทพฯ,เขตสะพานสูง,
79t,สถานีอุตุนิยมวิทยา จ.กาญจนบุรี,GROUND,14.0224,99.5362,2023-07-05,16:00,17.2,-1.0,-1.0,-1.0,-1.0,0.0,กาญจนบุรี,อ.เมือง,ต.บ้านเหนือ
94t,ลานอนุรักษ์วัฒนธรรมไทยสิริจิตอุทยาน,GROUND,16.4754,99.5254,2023-07-05,16:00,5.5,13.0,20.0,0.4,2.0,2.0,กำแพงเพชร,อ.เมือง,ต.ในเมือง
46t,ส่วนอุทกวิทยา สำนักงานทรัพยากรน้ำภาคที่4 ขอนแก่น,GROUND,16.4454,102.835,2023-07-05,16:00,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,ขอนแก่น,อ.เมือง,ต.ในเมือง
100t,สถานีอุตุนิยมวิทยาจันทบุรี,GROUND,12.6096,102.104,2023-07-05,16:00,11.5,32.0,16.0,0.2,-1.0,1.0,จันทบุรี,อ.เมือง,ต.วัดใหม่
60t,สำนักงานเทศบาลตำบลทุ่งสะเดา,GROUND,13.5885,101.286,2023-07-05,16:00,14.1,49.0,21.0,-1.0,-1.0,-1.0,ฉะเชิงเทรา,อ.แปลงยาว,ต.วังเย็น
32t,สนามกีฬาเทศบาลแหลมฉบัง ,GROUND,13.1192,100.919,2023-07-05,16:00,11.9,-1.0,-1.0,-1.0,-1.0,-1.0,ชลบุรี,อ.ศรีราชา,ต.ทุ่งสุขลา
33t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาหิน,GROUND,13.0546,101.098,2023-07-05,16:00,10.3,-1.0,-1.0,-1.0,-1.0,-1.0,ชลบุรี,อ.ศรีราชา,ต.บ่อวิน
34t,สำนักงานสิ่งแวดล้อมภาคที่ 13 ,GROUND,13.3546,100.979,2023-07-05,16:00,7.6,-1.0,32.0,-1.0,-1.0,-1.0,ชลบุรี,อ.เมือง,ต.บ้านสวน
o23,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดชัยนาท,MOBILE,15.1731,100.127,2023-07-05,16:00,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,ชัยนาท,อ.เมือง,ต.ในเมือง
93t,วิทยาลัยสารพัดช่างตรัง,GROUND,7.57024,99.5887,2023-07-05,16:00,17.4,31.0,22.0,0.2,2.0,1.0,ตรัง,อ.เมือง,ต.นาตาล่วง
87t,สนามกีฬากลางจังหวัดตราด,GROUND,12.2349,102.524,2023-07-05,16:00,11.2,25.0,18.0,0.0,0.0,1.0,ตราด,อ.เมือง,ต.บางพระ
76t,ศูนย์การศึกษานอกโรงเรียน,GROUND,16.7344,98.567,2023-07-05,16:00,6.9,14.0,-1.0,-1.0,-1.0,-1.0,ตาก,อ.แม่สอด,ต.แม่ปะ
81t,อ่างเก็บน้ำประปา,GROUND,13.8321,100.058,2023-07-05,16:00,13.6,24.0,-1.0,-1.0,-1.0,-1.0,นครปฐม,อ.เมือง,ต.นครปฐม
88t,สถานีอุตุนิยมวิทยานครพนม,GROUND,17.4123,104.779,2023-07-05,12:00,7.0,16.0,18.0,-1.0,5.0,1.0,นครพนม,อ.เมือง,ต.ในเมือง
47t,สถานีสูบน้ำประตูพลแสน,GROUND,14.9795,102.098,2023-07-05,16:00,17.5,-1.0,19.0,0.8,14.0,1.0,นครราชสีมา,อ.เมือง,ต.ในเมือง
89t,ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ,GROUND,8.42692,99.9615,2023-07-05,16:00,15.3,30.0,40.0,0.2,6.0,0.0,นครศรีธรรมราช,อ.เมือง,ต.คลัง
41t,โครงการชลประทานนครสวรรค์,GROUND,15.6862,100.111,2023-07-05,16:00,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,นครสวรรค์,อ.เมือง,ต.ปากน้ำโพ
13t,กรมควบควบคุมโรค,GROUND,13.8528,100.529,2023-07-05,16:00,12.6,30.0,35.0,0.5,6.0,1.0,นนทบุรี,อ.เมือง,ต.ตลาดขวัญ
22t,มหาวิทยาลัยสุโขทัยธรรมาธิราช ,GROUND,13.9079,100.536,2023-07-05,16:00,16.6,34.0,-1.0,-1.0,-1.0,-1.0,นนทบุรี,อ.ปากเกร็ด,ต.บางพูด
62t,ศาลากลางจังหวัดนราธิวาส ,GROUND,6.42685,101.823,2023-07-05,16:00,19.5,-1.0,-1.0,-1.0,-1.0,-1.0,นราธิวาส,อ.เมือง,ต.บางนาค
67t,สำนักงานเทศบาลเมืองน่าน,GROUND,18.7889,100.776,2023-07-05,16:00,13.3,-1.0,-1.0,-1.0,-1.0,-1.0,น่าน,อ.เมือง,ต.ในเวียง
75t,โรงพยาบาลเฉลิมพระเกียรติ ,GROUND,19.576,101.082,2023-07-05,16:00,9.1,-1.0,-1.0,0.5,1.0,-1.0,น่าน,อ.เฉลิมพระเกียรติ,ต.ห้วยโก๋น
101t,ศาลากลางจังหวัดบุรีรัมย์,GROUND,14.9455,103.106,2023-07-05,16:00,7.6,18.0,38.0,0.0,0.0,0.0,บุรีรัมย์,อ.เมือง,ต.เสม็ด
20t,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต ,GROUND,14.0374,100.605,2023-07-05,16:00,17.7,34.0,26.0,0.4,16.0,2.0,ปทุมธานี,อ.คลองหลวง,ต.คลองหนึ่ง
103t, สถานีตรวจอากาศหัวหิน สถานีอุตุนิยมวิทยาประจวบคีรีขันธ์,GROUND,12.5778,99.9537,2023-07-05,16:00,12.5,22.0,19.0,0.2,1.0,0.0,ประจวบคิรีขันธ์,อ.หัวหิน,ต.หัวหิน
77t,ศาลาประชาคมบ้านบุยายใบ,GROUND,13.9176,101.591,2023-07-05,16:00,20.8,34.0,-1.0,-1.0,-1.0,-1.0,ปราจีนบุรี,อ.ศรีมหาโพธิ,ต.ท่าตูม
21t,โรงเรียนอยุธยาวิทยาลัย,GROUND,14.3522,100.565,2023-07-05,16:00,14.1,-1.0,-1.0,-1.0,-1.0,-1.0,พระนครศรีอยุธยา,อ.พระนครศรีอยุธยา,ต.ประตูชัย
70t,สนามกีฬาจังหวัดพะเยา,GROUND,19.2002,99.8931,2023-07-05,16:00,13.9,-1.0,-1.0,-1.0,-1.0,-1.0,พะเยา,อ.เมือง,ต.บ้านต๋อม
o67,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดพัทลุง,MOBILE,7.6144,100.114,2023-07-05,16:00,14.2,28.0,-1.0,-1.0,-1.0,-1.0,พัทลุง,อ.เมือง,ต.ควนมะพร้าว
95t,สนามกีฬาจังหวัดพิจิตร,GROUND,16.4426,100.323,2023-07-05,16:00,5.6,14.0,31.0,0.5,0.0,2.0,พิจิตร,อ.เมือง,ต.ในเมือง
86t,สวนชมน่านเฉลิมพระเกียรติ,GROUND,16.8208,100.258,2023-07-05,16:00,5.6,14.0,33.0,0.0,1.0,0.0,พิษณุโลก,อ.เมือง,ต.ในเมือง
43t,ศูนย์บริการสาธารณสุขเทศบาลภูเก็ต,GROUND,7.88449,98.3913,2023-07-05,16:00,12.1,-1.0,-1.0,0.3,4.0,-1.0,ภูเก็ต,อ.เมือง,ต.ตลาดใหญ่
102t,สนามกีฬากลางจังหวัดมุกดาหาร,GROUND,16.5426,104.719,2023-07-05,16:00,9.9,28.0,42.0,0.2,3.0,1.0,มุกดาหาร,อ.เมือง,ต.มุกดาหาร
63t,สนามโรงพิธีช้างเผือก ,GROUND,6.54621,101.283,2023-07-05,16:00,20.8,-1.0,22.0,-1.0,-1.0,-1.0,ยะลา,อ.เมือง,ต.สะเตง
78t,ศูนย์พัฒนาเด็กเล็กเทศบาลเมืองเบตง,GROUND,5.76387,101.068,2023-07-05,16:00,10.4,22.0,-1.0,-1.0,-1.0,-1.0,ยะลา,อ.เบตง,ต.เบตง
28t,สำนักงานสาธารณสุขอำเภอปลวกแดง,GROUND,12.9738,101.213,2023-07-05,16:00,11.5,-1.0,17.0,-1.0,-1.0,2.0,ระยอง,อ.ปลวกแดง,ต.ปลวกแดง
29t,โรงพยาบาลส่งเสริมสุขภาพตำบลมาบตาพุด ,GROUND,12.7086,101.166,2023-07-05,16:00,16.6,38.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.มาบตาพุด
30t,สำนักงานเกษตรจังหวัดระยอง ,GROUND,12.6715,101.276,2023-07-05,16:00,7.6,-1.0,25.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ท่าประดู่
31t,ศูนย์วิจัยพืชไร่ระยอง ,GROUND,12.7352,101.136,2023-07-05,16:00,13.1,-1.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ห้วยโป่ง
74t,ศูนย์ราชการจังหวัดระยอง ,GROUND,12.7066,101.181,2023-07-05,16:00,19.9,31.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.เนินพระ
o38,ค่ายสุรสิงหนาท,MOBILE,12.6486,101.322,2023-07-05,16:00,10.5,-1.0,-1.0,-1.0,-1.0,-1.0,ระยอง,อ.เมือง,ต.ตะพง
26t,สำนักงานสิ่งแวดล้อมภาคที่8,GROUND,13.5234,99.8141,2023-07-05,16:00,16.4,-1.0,-1.0,-1.0,-1.0,-1.0,ราชบุรี,อ.เมือง,ต.หน้าเมือง
99t,สถานีอุตุนิยมวิทยาลพบุรี,GROUND,14.8,100.629,2023-07-05,16:00,13.3,26.0,32.0,0.3,6.0,2.0,ลพบุรี,อ.เมือง,ต.ทะเลชุบศร
37t,สถานีอุตุนิยมวิทยาลำปาง,GROUND,18.2783,99.5065,2023-07-05,16:00,11.0,-1.0,23.0,-1.0,-1.0,4.0,ลำปาง,อ.เมือง,ต.พระบาท
38t,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ,GROUND,18.2508,99.7639,2023-07-05,16:00,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,ลำปาง,อ.แม่เมาะ,ต.สบป้าด
39t,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าสี ,GROUND,18.4268,99.7576,2023-07-05,16:00,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,ลำปาง,อ.แม่เมาะ,ต.บ้านดง
40t,การประปาส่วนภูมิภาคแม่เมาะ,GROUND,18.2826,99.6598,2023-07-05,16:00,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,ลำปาง,อ.แม่เมาะ,ต.แม่เมาะ
68t,อุตุนิยมวิทยาลำพูน,GROUND,18.5672,99.0386,2023-07-05,16:00,4.5,-1.0,3.0,-1.0,1.0,0.0,ลำพูน,อ.เมือง,ต.บ้านกลาง
o22,ศาลากลางจังหวัดศรีสะเกษ,MOBILE,15.1188,104.323,2023-07-05,16:00,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,ศรีสะเกษ,อ.เมือง,ต.เมืองเหนือ
